NEWID,FINCATAX
1131975,59000
1131983,0
1132023,8730
1132034,0
1132043,50000
1132063,96530
1132073,14500
1132103,33334
1132113,45357
1132123,26960
1132143,11940
1132153,25846
1132163,7424
1132173,79800
1132183,8067
1132195,5038
1132203,-232
1132223,10146
1132243,0
1132253,120000
1132263,0
1132283,6626
1132293,119046
1132303,55931
1132313,71537
1132323,51760
1132333,252500
1132345,101732
1132363,0
1132373,546
1132393,31369
1132403,87887
1132413,0
1132425,1092
1132433,61983
1132444,12672
1132455,69360
1132463,40000
1132473,69297
1132483,11706
1132493,64050
1132503,7927
1132513,12252
1132523,932
1132553,0
1132563,39000
1132583,34461
1132593,40850
1132603,9186
1132613,9918
1132625,28487
1132635,19241
1132643,1712
1132653,18450
1132663,8346
1132673,261409
1132683,10900
1132695,0
1132703,41980
1132713,34900
1132733,41000
1132743,7146
1132755,9600
1132765,12564
1132774,0
1132793,32036
1132813,23000
1132823,15200
1132833,37917
1132843,0
1132863,21000
1132874,13550
1132893,47000
1132903,0
1132913,43620
1132923,0
1132933,13557
1132943,28300
1132954,4800
1132963,15848
1132973,59150
1132983,7179
1132993,27656
1133003,56946
1133013,37486
1133023,35000
1133033,6500
1133043,51100
1133053,17192
1133063,20800
1133113,40000
1133124,0
1133135,10008
1133142,10998
1133152,30732
1133162,64860
1133174,10000
1133182,38000
1133193,2998
1133202,71000
1133212,546
1133222,0
1133235,11880
1133242,32180
1133253,0
1133262,84419
1133275,4587
1133282,546
1133292,0
1133302,0
1133312,3868
1133322,546
1133335,0
1133342,7218
1133352,0
1133362,0
1133374,0
1133382,0
1133392,38797
1133402,21765
1133412,31748
1133422,85000
1133432,84377
1133442,11146
1133452,0
1133462,0
1133472,7118
1133482,163533
1133492,88000
1133502,28547
1133513,9534
1133522,-390
1133532,546
1133544,90000
1133554,2646
1133562,27401
1133574,60000
1133582,21000
1133592,12000
1133602,45601
1133612,15578
1133622,64000
1133632,92509
1133642,18816
1133653,0
1133663,0
1133673,93267
1133684,49583
1133693,1300
1133702,46087
1133715,32730
1133722,2900
1133732,23912
1133742,110000
1133754,20
1133763,0
1133772,0
1133784,17500
1133792,0
1133802,0
1133815,1092
1133822,21018
1133832,7444
1133842,27946
1133852,8592
1133862,546
1133872,154980
1133882,4000
1133894,21306
1133902,37000
1133914,7566
1133922,62000
1133934,800
1133945,115559
1133952,13746
1133962,0
1133972,19211
1133983,6400
1133992,30000
1134004,5000
1134012,70905
1134022,12968
1134032,34000
1134042,45000
1134052,12546
1134062,80394
1134074,7000
1134084,78319
1134092,35430
1134102,70800
1134113,40000
1134122,14502
1134132,0
1134142,167300
1134152,50276
1134164,5838
1134172,44706
1134182,23000
1134192,12520
1134202,85117
1134212,0
1134222,6894
1134232,6081
1134242,139437
1134252,28912
1134262,60861
1134273,32160
1134282,0
1134293,359741
1134303,17000
1134312,0
1134322,0
1134332,5000
1134342,45000
1134352,0
1134365,11000
1134372,19128
1134383,0
1134392,0
1134402,52500
1134412,28912
1134422,26295
1134432,68302
1134442,18000
1134452,59492
1134462,8232
1134472,117015
1134482,50000
1134492,70070
1134502,30082
1134512,8544
1134522,50290
1134532,57209
1134542,58500
1134552,0
1134562,22579
1134572,36348
1134582,640
1134592,2000
1134602,-11811
1134612,44000
1134622,19234
1134632,35949
1134642,30450
1134654,0
1134662,8802
1134675,450
1134682,82033
1134692,26000
1134702,22856
1134714,3000
1134722,0
1134732,2268
1134742,6114
1134752,36283
1134765,48000
1134772,86103
1134782,74682
1134792,21393
1134805,118685
1134812,0
1134824,15000
1134832,0
1134842,34298
1134852,60068
1134863,0
1134872,0
1134882,0
1134892,14182
1134903,8946
1134912,11494
1134922,140400
1134932,12162
1134942,0
1134952,45385
1134962,7410
1134972,49083
1134982,1612
1134992,46800
1135002,0
1135012,0
1135022,22944
1135032,53136
1135042,13505
1135052,50000
1135063,7926
1135073,0
1135085,1660
1135093,44366
1135102,14720
1135112,83650
1135122,1000
1135132,5144
1135145,16500
1135154,10000
1135162,11292
1135172,1092
1135182,0
1135192,0
1135202,4187
1135212,8434
1135223,0
1135232,0
1135242,25300
1135252,3119
1135262,103874
1135272,26863
1135284,56600
1135292,29970
1135302,0
1135312,29000
1135322,0
1135332,30955
1135343,65723
1135352,90643
1135364,13030
1135372,21000
1135383,42000
1135392,20746
1135402,94940
1135412,0
1135422,17050
1135432,47600
1135443,0
1135453,100000
1135462,0
1135474,546
1135482,7200
1135494,0
1135503,7719
1135512,7938
1135522,6534
1135533,30799
1135542,61850
1135552,34000
1135562,36069
1135572,0
1135582,72466
1135592,0
1135602,0
1135612,200
1135622,19950
1135632,546
1135642,74387
1135652,0
1135662,21042
1135675,1000
1135683,0
1135693,34450
1135702,50000
1135712,50000
1135725,0
1135732,0
1135742,49019
1135752,3702
1135763,1092
1135772,546
1135782,14250
1135792,21875
1135803,546
1135814,1092
1135823,27073
1135832,13361
1135842,19092
1135852,55598
1135863,72000
1135873,0
1135882,89600
1135892,0
1135902,39510
1135912,26044
1135922,310209
1135933,27050
1135943,41644
1135952,20300
1135964,2675
1135972,27546
1135983,3880
1135994,79200
1136002,28071
1136012,0
1136022,50
1136034,75000
1136043,3000
1136052,15082
1136062,8304
1136073,4500
1136085,1040
1136094,8000
1136102,30580
1136112,11722
1136124,32508
1136132,9612
1136142,21925
1136152,35392
1136162,19018
1136172,0
1136182,12419
1136192,17322
1136205,0
1136212,0
1136222,118869
1136234,0
1136242,82893
1136252,86000
1136262,46412
1136272,0
1136282,326563
1136292,0
1136302,32702
1136312,0
1136322,23000
1136332,56650
1136344,51122
1136353,6777
1136362,0
1136372,66700
1136384,20000
1136393,1092
1136402,49000
1136414,31125
1136422,18980
1136432,0
1136445,50000
1136452,-6521
1136464,636
1136472,35792
1136482,31716
1136492,56180
1136502,58739
1136512,16800
1136525,43533
1136532,4180
1136542,12448
1136552,1050
1136562,57801
1136572,39200
1136582,18426
1136592,11570
1136604,0
1136613,161400
1136622,60000
1136635,12870
1136644,0
1136652,36900
1136662,0
1136674,0
1136682,40971
1136695,19500
1136702,137600
1136712,50440
1136723,0
1136732,0
1136743,0
1136752,29814
1136762,0
1136772,22692
1136785,7746
1136792,69000
1136802,83200
1136812,-3800
1136822,53746
1136832,173472
1136843,0
1136852,35010
1136862,8970
1136872,66608
1136882,14664
1136892,45000
1136902,36000
1136912,0
1136922,10356
1136933,110100
1136942,56460
1136953,0
1136962,23346
1136975,3150
1136982,0
1136992,546
1137004,46912
1137012,0
1137022,0
1137033,0
1137042,32500
1137052,8544
1137062,20441
1137072,85102
1137082,39650
1137092,76121
1137102,8134
1137115,36600
1137122,36414
1137132,37572
1137142,55153
1137152,0
1137162,20821
1137173,46320
1137182,119000
1137193,0
1137202,1092
1137214,570
1137224,24000
1137232,48447
1137243,0
1137252,37845
1137263,0
1137272,0
1137282,14218
1137294,0
1137302,42500
1137314,26148
1137323,0
1137332,20496
1137342,19325
1137352,2067
1137365,37092
1137372,0
1137382,12018
1137392,54602
1137402,0
1137412,1240
1137422,0
1137433,1791
1137442,52185
1137452,9138
1137462,24906
1137473,0
1137485,36000
1137492,21500
1137502,2000
1137514,92523
1137522,13026
1137532,0
1137542,88329
1137553,0
1137564,0
1137573,58441
1137582,0
1137592,260209
1137602,22907
1137612,43000
1137622,46950
1137634,6920
1137642,59515
1137655,31008
1137662,0
1137672,37115
1137683,10114
1137694,524
1137702,28975
1137712,75656
1137722,20800
1137732,212292
1137742,55300
1137752,0
1137762,16640
1137772,0
1137782,12000
1137792,20042
1137802,38832
1137812,16226
1137822,84600
1137832,112692
1137842,48673
1137852,18489
1137862,0
1137872,10268
1137882,10016
1137892,546
1137902,45000
1137912,20690
1137922,51900
1137932,0
1137942,55706
1137952,70000
1137962,0
1137972,37220
1137982,34230
1137992,77960
1138002,21124
1138012,94525
1138022,44406
1138034,0
1138043,45000
1138052,75038
1138062,57460
1138075,4660
1138085,0
1138094,13000
1138102,0
1138112,0
1138124,30000
1138132,30000
1138143,22788
1138155,24966
1138162,81010
1138172,9000
1138182,94569
1138192,46900
1138202,100000
1138212,25092
1138222,746
1138235,11187
1138242,48154
1138254,7158
1138262,40836
1138274,0
1138282,0
1138292,7326
1138302,0
1138314,0
1138322,6635
1138332,17332
1138342,0
1138352,300
1138363,15100
1138374,0
1138383,0
1138392,0
1138402,12500
1138415,92000
1138422,40760
1138432,125500
1138442,0
1138452,942
1138462,75
1138473,3581
1138483,35500
1138492,28803
1138502,40455
1138512,65199
1138522,80094
1138533,7276
1138542,73630
1138552,77950
1138562,0
1138572,14214
1138582,0
1138592,44846
1138602,0
1138612,46495
1138622,7226
1138632,29426
1138642,25488
1138655,36000
1138663,9495
1138675,40000
1138682,102000
1138694,0
1138702,16358
1138712,40000
1138722,11587
1138732,12594
1138742,1200
1138752,58473
1138762,0
1138774,0
1138782,942
1138792,0
1138802,0
1138812,0
1138825,10000
1138835,31100
1138842,77660
1138852,142900
1138863,14400
1138872,40800
1138882,0
1138892,17987
1138902,47000
1138912,6302
1138922,20418
1138934,33500
1138942,0
1138952,26400
1138963,25110
1138972,546
1138982,22670
1138992,4000
1139002,59550
1139012,20
1139022,14406
1139032,39000
1139042,50000
1139052,260209
1139062,51800
1139072,6034
1139083,2500
1139092,1092
1139102,36080
1139114,23756
1139123,260209
1139132,42000
1139142,0
1139152,4375
1139162,1092
1139172,38810
1139182,300
1139192,4500
1139202,52300
1139212,14706
1139225,14625
1139232,120000
1139242,21206
1139254,0
1139265,0
1139272,52421
1139282,0
1139294,10750
1139302,0
1139312,46591
1139322,52737
1139332,0
1139342,17562
1139353,0
1139362,30320
1139372,1092
1139382,2622
1139392,1092
1139403,0
1139412,101919
1139424,1000
1139432,0
1139443,8785
1139452,0
1139462,17000
1139472,20900
1139482,23761
1139494,50000
1139502,54927
1139513,20346
1139522,10000
1139532,0
1139545,30000
1139552,20400
1139562,10686
1139572,16692
1139582,0
1139592,-7000
1139602,125000
1139612,481
1139622,71522
1139632,26452
1139642,11946
1139652,22679
1139662,27978
1139675,26628
1139684,0
1139692,13786
1139702,6666
1139713,8000
1139722,0
1139732,69160
1139742,50473
1139752,74309
1139762,39000
1139773,3300
1139782,16971
1139793,18340
1139804,43120
1139813,5621
1139822,18498
1139832,0
1139843,31000
1139854,0
1139862,4932
1139872,16731
1139882,59600
1139892,19200
1139904,0
1139912,5214
1139925,17628
1139932,-400
1139945,40400
1139952,15600
1139962,14165
1139972,21843
1139984,5044
1139993,0
1140002,0
1140012,28025
1140022,7446
1140034,0
1140045,0
1140053,727
1140062,38000
1140074,2638
1140082,39756
1140092,78000
1140102,0
1140115,9600
1140122,4072
1140132,1092
1140142,11871
1140155,35016
1140162,38642
1140172,3800
1140182,10700
1140192,35473
1140202,41000
1140212,0
1140222,83850
1140232,38000
1140243,64378
1140252,73967
1140262,32170
1140272,0
1140282,5600
1140292,12000
1140305,24145
1140312,546
1140322,8502
1140332,28689
1140342,0
1140352,9630
1140362,0
1140372,6000
1140382,39719
1140392,35725
1140402,88000
1140412,0
1140422,0
1140432,0
1140443,61100
1140455,41960
1140462,0
1140472,101977
1140482,16732
1140493,0
1140502,37704
1140514,512
1140522,33318
1140535,39000
1140542,24045
1140553,9100
1140562,96400
1140572,9960
1140585,14850
1140592,0
1140602,15121
1140612,36200
1140622,492
1140632,0
1140642,16920
1140652,40760
1140662,50850
1140674,0
1140682,103731
1140692,90900
1140705,23025
1140712,27080
1140722,546
1140734,23077
1140742,50600
1140752,3728
1140762,14136
1140772,95000
1140782,62700
1140792,1200
1140802,27300
1140812,6920
1140822,22000
1140833,12002
1140842,66167
1140852,35475
1140862,72854
1140872,32255
1140882,0
1140892,54200
1140902,14714
1140914,546
1140923,0
1140933,0
1140942,65226
1140952,69796
1140962,39583
1140972,18612
1140982,51329
1140992,21178
1141002,77000
1141015,0
1141022,61000
1141033,27000
1141042,5619
1141052,74964
1141063,1092
1141072,41200
1141082,0
1141092,20234
1141102,20000
1141112,0
1141122,0
1141132,546
1141142,55246
1141154,35875
1141162,14304
1141174,26443
1141182,34000
1141192,-1955
1141202,20523
1141212,38335
1141225,3800
1141232,0
1141243,0
1141254,45259
1141262,63839
1141273,0
1141284,80000
1141295,-7067
1141302,28254
1141312,140220
1141322,0
1141332,100
1141342,0
1141352,0
1141362,-300
1141372,0
1141382,11571
1141392,0
1141402,0
1141412,42162
1141422,32946
1141432,21600
1141445,0
1141452,93500
1141462,5609
1141472,0
1141482,75344
1141494,10713
1141503,9960
1141512,83114
1141522,45680
1141532,30000
1141542,2500
1141552,8078
1141564,62000
1141573,12852
1141582,48704
1141593,1092
1141605,60000
1141612,67436
1141622,0
1141632,42855
1141642,57471
1141653,0
1141662,0
1141672,4500
1141682,22000
1141692,20627
1141702,56050
1141712,23257
1141722,30006
1141734,21008
1141745,1000
1141754,40000
1141762,20440
1141773,10800
1141782,13614
1141792,0
1141805,53094
1141813,1092
1141822,0
1141832,0
1141842,26823
1141853,0
1141862,41346
1141872,16521
1141882,72089
1141892,25865
1141902,23580
1141912,21781
1141924,32000
1141932,28306
1141942,8969
1141952,0
1141962,27900
1141972,26869
1141982,87800
1141992,5346
1142002,67408
1142012,46752
1142025,42600
1142032,48503
1142042,102510
1142052,546
1142062,21816
1142072,0
1142082,18282
1142092,1000
1142102,11517
1142112,17000
1142122,31474
1142132,23000
1142142,41000
1142152,0
1142162,22929
1142172,54571
1142185,12956
1142195,25603
1142202,6120
1142212,85200
1142222,26892
1142232,0
1142242,43895
1142252,26969
1142262,23205
1142272,55500
1142282,55044
1142292,0
1142302,145000
1142315,0
1142322,45000
1142334,546
1142342,31092
1142352,93643
1142362,41000
1142374,50000
1142382,85989
1142392,28120
1142402,1092
1142412,18082
1142422,17364
1142434,4800
1142442,12000
1142454,2040
1142462,300
1142472,56333
1142482,42442
1142492,66000
1142502,36400
1142512,11900
1142522,9546
1142535,1425
1142542,26702
1142552,157243
1142562,46872
1142573,59000
1142582,-47611
1142592,53947
1142602,0
1142613,0
1142622,26894
1142632,8304
1142642,13200
1142652,5750
1142663,28000
1142673,0
1142682,0
1142692,15120
1142702,46462
1142712,9000
1142724,0
1142733,0
1142742,10698
1142752,227199
1142762,18500
1142772,0
1142782,56000
1142792,28680
1142802,19229
1142812,1092
1142823,100540
1142835,3870
1142842,-46769
1142852,14970
1142862,41392
1142874,82000
1142882,25264
1142893,8746
1142902,6000
1142912,65875
1142922,0
1142932,37786
1142942,78000
1142952,1092
1142962,15000
1142972,546
1142985,40174
1142992,5958
1143002,41777
1143012,44775
1143025,0
1143034,64000
1143042,17902
1143052,38574
1143062,25384
1143072,40000
1143082,0
1143092,0
1143102,68244
1143112,56625
1143122,38200
1143132,4746
1143142,-1300
1143152,30876
1143163,0
1143174,1000
1143183,7418
1143193,26388
1143202,7080
1143214,0
1143223,0
1143232,43000
1143242,37995
1143252,14928
1143262,29207
1143272,0
1143282,144327
1143294,0
1143302,0
1143312,6546
1143322,46700
1143332,23604
1143342,27644
1143353,0
1143362,40553
1143374,546
1143383,73500
1143393,0
1143403,30000
1143412,7579
1143422,0
1143432,5118
1143442,10146
1143453,40200
1143462,14509
1143472,114000
1143484,1072
1143492,0
1143502,8322
1143512,0
1143522,546
1143532,0
1143542,0
1143553,17662
1143562,8000
1143572,10470
1143582,52152
1143593,90450
1143602,50859
1143612,33346
1143622,0
1143632,86501
1143642,8057
1143652,21000
1143662,0
1143672,0
1143684,150000
1143692,0
1143702,0
1143712,546
1143724,7817
1143732,28503
1143742,11600
1143752,7469
1143762,14732
1143772,70216
1143782,103000
1143795,66560
1143805,75400
1143812,23746
1143825,546
1143832,30700
1143842,1092
1143852,32244
1143862,0
1143873,0
1143882,58146
1143892,54224
1143902,16740
1143912,24025
1143922,36596
1143933,46000
1143942,1100
1143952,47430
1143963,0
1143972,1092
1143982,19622
1143993,2714
1144002,12200
1144012,546
1144022,42172
1144032,22549
1144042,75000
1144055,18425
1144062,25000
1144072,0
1144082,0
1144092,70130
1144102,0
1144112,30306
1144122,546
1144132,11955
1144142,8613
1144152,34269
1144162,90652
1144172,0
1144183,18000
1144193,0
1144202,90315
1144214,40432
1144222,0
1144234,0
1144242,44665
1144252,17511
1144262,25546
1144272,84992
1144282,58742
1144292,0
1144302,10062
1144312,59000
1144325,42352
1144335,3712
1144342,45210
1144352,27607
1144362,6453
1144372,0
1144383,0
1144392,17346
1144402,212292
1144413,546
1144422,78026
1144432,20000
1144443,0
1144452,12806
1144464,42000
1144472,27400
1144482,29124
1144493,6143
1144502,0
1144512,0
1144522,95084
1144532,11731
1144542,8996
1144552,0
1144562,0
1144572,61929
1144582,55487
1144592,7200
1144605,49540
1144612,116408
1144622,44000
1144632,0
1144642,22380
1144652,0
1144662,0
1144673,0
1144682,18072
1144695,9500
1144705,15600
1144712,312186
1144722,460
1144732,38200
1144742,52000
1144752,74300
1144765,14166
1144772,102528
1144782,70000
1144793,105000
1144804,0
1144812,59600
1144822,64936
1144833,3500
1144842,0
1144854,0
1144862,22400
1144874,24500
1144883,21050
1144893,17302
1144902,23600
1144912,24000
1144922,54373
1144932,43655
1144945,25000
1144954,3300
1144964,27200
1144972,0
1144983,0
1144992,67551
1145005,39814
1145012,-7067
1145022,-1250
1145032,59746
1145042,10288
1145052,5550
1145062,8869
1145072,43980
1145082,15984
1145092,13250
1145103,3390
1145112,16728
1145122,32761
1145132,21286
1145142,0
1145152,36026
1145162,0
1145172,0
1145182,7392
1145192,18852
1145202,0
1145213,0
1145222,242608
1145232,38174
1145242,0
1145253,1500
1145262,0
1145272,37740
1145282,64640
1145292,32903
1145305,8020
1145312,16000
1145325,17000
1145332,31695
1145342,88100
1145352,0
1145362,103220
1145372,74123
1145382,0
1145392,36000
1145402,11161
1145412,5120
1145422,106818
1145432,9000
1145442,7000
1145454,1092
1145462,0
1145472,3000
1145482,83277
1145492,0
1145502,0
1145512,546
1145522,11538
1145532,20970
1145542,0
1145554,55000
1145563,6120
1145572,41700
1145582,10608
1145592,8064
1145602,35000
1145612,18106
1145623,3680
1145632,21000
1145642,60000
1145652,28600
1145662,0
1145672,85401
1145682,56244
1145692,32316
1145705,36815
1145715,0
1145722,53501
1145733,16884
1145742,45564
1145752,0
1145762,26716
1145772,10793
1145782,8906
1145792,0
1145802,0
1145812,35453
1145822,8350
1145832,546
1145842,0
1145852,0
1145862,105050
1145872,0
1145882,39212
1145892,9105
1145902,24677
1145913,0
1145922,91746
1145933,0
1145942,20664
1145955,0
1145964,18000
1145972,1092
1145982,20907
1145992,47500
1146002,1092
1146014,1200
1146022,0
1146034,8663
1146045,29400
1146054,0
1146062,2618
1146073,20000
1146082,11908
1146092,86517
1146102,0
1146112,56760
1146124,1846
1146135,24322
1146143,500
1146152,30000
1146165,6192
1146172,48530
1146182,33785
1146192,61249
1146202,57962
1146212,27695
1146223,0
1146232,11922
1146242,68107
1146253,35116
1146262,546
1146272,52291
1146282,8034
1146292,16000
1146305,3314
1146313,0
1146322,13060
1146333,0
1146342,2894
1146352,10334
1146362,0
1146372,1092
1146382,32647
1146392,5493
1146405,42010
1146412,0
1146422,0
1146432,77324
1146442,100041
1146452,20000
1146463,20833
1146473,15475
1146482,546
1146492,23116
1146503,95294
1146512,24874
1146522,-13000
1146532,36892
1146542,30000
1146552,21300
1146562,4502
1146574,2000
1146582,25407
1146592,13075
1146602,-893
1146612,36246
1146622,0
1146632,10000
1146642,11400
1146652,20354
1146662,33884
1146672,14106
1146682,0
1146694,0
1146702,0
1146712,0
1146723,0
1146732,2000
1146742,20992
1146752,15000
1146762,0
1146774,0
1146785,54700
1146792,8000
1146802,23609
1146812,15000
1146823,74400
1146833,0
1146842,0
1146852,26000
1146862,0
1146872,0
1146883,546
1146892,8742
1146902,29067
1146912,0
1146923,2400
1146932,75600
1146942,546
1146952,260209
1146962,63553
1146972,0
1146985,40500
1146992,65029
1147002,-1865
1147012,0
1147023,50000
1147032,71300
1147042,5060
1147055,10000
1147062,16266
1147072,0
1147082,9588
1147092,23000
1147102,0
1147112,21627
1147124,0
1147135,528
1147142,23130
1147152,11000
1147165,43289
1147172,0
1147184,105420
1147192,38724
1147202,6000
1147212,12286
1147225,0
1147232,1092
1147242,156020
1147252,42922
1147262,0
1147272,80448
1147283,73447
1147292,8954
1147302,0
1147312,13515
1147322,9210
1147332,40615
1147342,54990
1147352,23130
1147362,0
1147372,22650
1147382,3282
1147392,23000
1147404,13250
1147413,68394
1147422,27124
1147432,0
1147442,110285
1147452,27778
1147462,0
1147472,470
1147483,38000
1147492,12000
1147502,12198
1147512,32700
1147522,128750
1147532,161146
1147542,117729
1147552,0
1147562,34497
1147572,10014
1147582,66318
1147593,0
1147602,65001
1147612,96259
1147622,76281
1147632,22892
1147642,47361
1147653,0
1147662,19995
1147672,50000
1147682,14000
1147692,23925
1147702,6874
1147712,70632
1147722,0
1147733,0
1147742,1092
1147752,19889
1147765,16000
1147772,0
1147782,25000
1147792,0
1147802,14095
1147812,0
1147822,19143
1147835,2500
1147842,24162
1147853,0
1147862,35000
1147872,33918
1147883,36387
1147892,24000
1147902,23091
1147914,10000
1147922,60600
1147932,80000
1147942,3576
1147953,62387
1147965,58130
1147972,0
1147982,42052
1147992,14416
1148004,18744
1148012,27000
1148022,40626
1148032,78400
1148042,0
1148052,24989
1148062,32242
1148072,0
1148083,0
1148092,-1554
1148102,546
1148112,2257
1148122,0
1148132,0
1148142,851
1148153,67532
1148162,23000
1148173,0
1148183,55500
1148192,133788
1148202,37600
1148212,51378
1148222,0
1148232,72589
1148245,726
1148252,26352
1148262,136030
1148272,174013
1148283,1572
1148293,15000
1148304,33117
1148312,0
1148322,0
1148332,89415
1148342,127088
1148352,46399
1148362,4130
1148375,400
1148382,2142
1148392,-1800
1148402,39500
1148412,26283
1148422,16573
1148432,53343
1148442,9000
1148452,247427
1148462,54675
1148472,9100
1148482,8100
1148492,16218
1148504,10041
1148515,29167
1148523,19692
1148532,75000
1148545,2000
1148552,45701
1148564,46600
1148574,0
1148582,0
1148592,6262
1148602,20681
1148612,0
1148622,9570
1148632,12368
1148643,0
1148652,47988
1148662,55300
1148672,0
1148682,61733
1148692,61695
1148702,0
1148712,61425
1148723,13142
1148732,0
1148745,9546
1148752,24900
1148762,44918
1148772,19050
1148782,-66
1148792,26260
1148805,0
1148812,100000
1148825,76462
1148833,0
1148842,5738
1148855,25000
1148862,20794
1148872,16972
1148884,49000
1148892,103
1148902,25346
1148912,20286
1148923,95000
1148932,62144
1148942,1900
1148952,36300
1148963,0
1148972,80000
1148982,131000
1148992,130514
1149002,58418
1149012,63277
1149025,100000
1149032,54275
1149042,91150
1149052,13205
1149062,1092
1149072,49475
1149084,20172
1149094,35350
1149104,40800
1149112,12054
1149122,75000
1149135,60500
1149142,49697
1149152,42120
1149162,0
1149172,56982
1149182,39345
1149192,38000
1149203,45000
1149212,126280
1149222,20040
1149232,700
1149243,2000
1149253,0
1149263,15930
1149274,0
1149282,35774
1149292,1300
1149302,81779
1149312,0
1149322,15981
1149332,11238
1149342,11694
1149352,38268
1149362,28572
1149372,5800
1149385,63132
1149392,546
1149402,95500
1149415,0
1149422,18375
1149432,7000
1149443,3300
1149452,12102
1149462,100
1149472,63000
1149483,47856
1149494,0
1149503,700
1149512,103060
1149522,33000
1149532,0
1149542,28025
1149552,0
1149562,61422
1149572,175000
1149584,32100
1149592,38000
1149602,225927
1149612,27362
1149622,27312
1149632,51026
1149642,37000
1149652,7434
1149662,0
1149675,80000
1149682,21288
1149692,190000
1149702,38172
1149712,18000
1149722,0
1149732,8507
1149742,70000
1149753,176234
1149762,26550
1149772,6826
1149782,8046
1149792,33090
1149802,917
1149812,41878
1149822,0
1149832,0
1149842,31834
1149852,916
1149862,3000
1149872,2550
1149884,6800
1149892,68
1149903,5200
1149912,14878
1149922,13160
1149932,0
1149942,14980
1149952,26497
1149962,0
1149974,21948
1149982,610
1149993,0
1150002,92948
1150015,11000
1150023,8130
1150032,30000
1150042,78886
1150053,3000
1150062,28199
1150072,46433
1150084,0
1150092,45800
1150102,94100
1150115,30000
1150122,71520
1150132,0
1150143,6028
1150155,35765
1150162,10000
1150172,8346
1150182,11349
1150192,53755
1150202,23890
1150214,0
1150222,0
1150232,0
1150243,0
1150252,546
1150263,72400
1150273,0
1150282,32182
1150293,44572
1150302,1471
1150312,63836
1150322,3142
1150333,2540
1150342,20679
1150352,57006
1150362,78985
1150372,22540
1150382,90800
1150392,12492
1150402,16054
1150412,56000
1150422,14094
1150434,27000
1150442,8324
1150452,112000
1150465,11000
1150474,350
1150483,0
1150492,16564
1150502,29065
1150512,17346
1150522,30000
1150532,31748
1150542,57027
1150552,0
1150562,10992
1150572,23412
1150584,600
1150592,0
1150604,0
1150614,0
1150622,41552
1150632,12066
1150642,31900
1150652,0
1150662,48850
1150672,17300
1150685,30000
1150692,25747
1150702,70100
1150712,23000
1150722,65954
1150732,10146
1150742,49000
1150752,0
1150763,0
1150773,0
1150782,0
1150792,18696
1150802,9720
1150812,1275
1150822,47183
1150832,35562
1150842,4911
1150852,0
1150862,0
1150872,68000
1150882,0
1150892,0
1150902,109541
1150912,27627
1150922,41100
1150932,38100
1150942,25276
1150952,23000
1150962,48117
1150972,0
1150982,12060
1150995,22800
1151002,37440
1151015,0
1151022,0
1151032,80346
1151043,0
1151053,13770
1151062,12775
1151072,60000
1151082,12408
1151092,70800
1151102,11628
1151112,0
1151122,8662
1151132,27546
1151142,26000
1151152,5946
1151162,36950
1151172,0
1151182,1092
1151192,79608
1151202,7950
1151212,16628
1151225,2200
1151232,50000
1151244,4356
1151252,15660
1151265,4280
1151273,8026
1151282,50000
1151292,28091
1151305,12000
1151312,24282
1151323,19884
1151332,32955
1151342,35200
1151352,5106
1151363,0
1151372,60418
1151382,0
1151394,4000
1151404,17360
1151412,32000
1151422,1092
1151432,49563
1151442,20707
1151455,0
1151463,0
1151472,113792
1151482,36000
1151492,47017
1151502,40000
1151512,45650
1151522,-73
1151532,0
1151542,0
1151552,38343
1151563,2000
1151573,5238
1151582,31200
1151592,21619
1151602,0
1151612,59325
1151623,19000
1151632,21720
1151642,85893
1151652,0
1151663,0
1151672,4800
1151682,29000
1151692,20646
1151702,-3300
1151713,0
1151722,21908
1151732,30829
1151742,52151
1151752,60000
1151762,0
1151772,9999
1151782,9559
1151795,24600
1151802,-1108
1151815,0
1151825,0
1151832,1000
1151842,11094
1151852,9842
1151862,39151
1151872,52755
1151882,28650
1151894,25000
1151905,3800
1151912,0
1151922,0
1151933,0
1151942,73416
1151953,0
1151962,57400
1151972,0
1151982,12066
1151992,38000
1152002,95700
1152012,37000
1152022,28580
1152032,73545
1152045,19180
1152055,0
1152062,546
1152072,34000
1152082,11082
1152092,36806
1152103,200
1152112,30750
1152122,17000
1152132,65107
1152143,29622
1152153,0
1152163,10146
1152172,4446
1152182,73000
1152192,260209
1152202,26086
1152212,58326
1152222,8346
1152234,2280
1152242,14386
1152255,13446
1152262,26394
1152272,22310
1152284,7040
1152292,19250
1152302,39691
1152312,39382
1152322,24800
1152332,126668
1152342,23808
1152352,51168
1152362,6886
1152372,36752
1152382,52482
1152392,21000
1152402,28656
1152412,20591
1152422,7794
1152433,18000
1152442,19162
1152452,0
1152462,7000
1152472,350
1152483,86002
1152493,3000
1152502,11486
1152514,3744
1152522,18500
1152534,3443
1152544,15990
1152552,56000
1152562,22068
1152573,0
1152582,0
1152593,46903
1152602,29190
1152614,0
1152622,0
1152632,58332
1152642,0
1152652,67500
1152662,44750
1152672,546
1152682,10900
1152692,24000
1152705,46548
1152712,11957
1152722,0
1152732,22146
1152744,58544
1152753,31000
1152762,26750
1152772,21965
1152782,90036
1152792,67136
1152802,53000
1152812,546
1152822,21089
1152832,108350
1152842,1092
1152852,26000
1152863,16440
1152873,16592
